Nombre Propiedad,Precio,Dormitorios,Baños,Metros Cuadrados,Dirección
Edificio Zañartu Capital Vista Sur Piso 3,$535.000,2 dormitorios,2 baños,48 m² útiles,"Zañartu 1145, Estadio Nacional, Ñu..."
Departamento Nuevo  1 Dormitorio 1 Baño Providencia,$771.040,1 dormitorio,1 baño,39 m² útiles,"Av. Pedro De Valdivia 2219, Provid..."
Edificio Gral. González Balcarce Vista Poniente Piso 7,$280.000,1 dormitorio,1 baño,26 m² útiles,"Gral. González Balcarce 2041, Parq..."
Edificio Claudio Gay Vista Sur Piso 3,$440.000,2 dormitorios,2 baños,44 m² útiles,"Claudio Gay 2547, Barrio República..."
Edificio Claudio Gay Vista Sur Piso 1,$520.000,2 dormitorios,2 baños,51 m² útiles,"Claudio Gay 2547, Barrio República..."
Edificio Gral Mackenna Vista Norponiente Piso 19,$335.000,2 dormitorios,1 baño,40 m² útiles,"Gral Mackenna 1260, Centro Históri..."
Edificio Nicasio Retamales Vista Oriente Piso 20,$330.000,2 dormitorios,2 baños,48 m² útiles,"Nicasio Retamales 115, Universidad..."
Edificio Casa El Roble Vista Poniente Piso 14,$460.000,2 dormitorios,2 baños,48 m² útiles,"Paso El Roble 139, Plaza Vespucio,..."
Edificio Brown Sur (1 Est. 1 Bod.) Vista Sur Piso 2,$650.000,2 dormitorios,1 baño,55 m² útiles,"Brown Sur 48, Plaza Ñuñoa, Ñuñoa"
Edificio P Mackenna (1 Est.) Vista Norte Piso 17,$520.000,2 dormitorios,2 baños,57 m² útiles,"P Mackenna 798, Forestal, Viña Del..."
Edificio Lofty Vista Oriente Piso 11,$455.000,2 dormitorios,2 baños,42 m² útiles,"Av. Vicuña Mackenna Ote. 6711, Pla..."
Edificio Mujica (1 Est. 1 Bod.) Vista Norte Piso 2,$460.000,1 dormitorio,1 baño,No disponible,"Mujica 0133, Metro Irarrázaval, Ñu..."
Edificio Alvarez De Toledo (1 Est. 1 Bod.) Vista Oriente Pi,$475.000,2 dormitorios,2 baños,47 m² útiles,"Alvarez De Toledo 830, El Llano, S..."
Edificio Altavista Vista Oriente Piso 6,$300.000,1 dormitorio,1 baño,32 m² útiles,"Rivas 581, Rodrigo De Araya, San J..."
Edificio Zañartu Capital Vista Norte Piso 4,$475.000,2 dormitorios,1 baño,45 m² útiles,"Zañartu 1145, Estadio Nacional, Ñu..."
Edificio Torres De Vicuña Mackenna Vista Poniente Piso 2,$415.000,2 dormitorios,2 baños,40 m² útiles,"Av. Vicuña Mackenna Pte. 6456, Met..."
Edificio Activa Vicuña Mackenna Poniente Vista Norte Piso,$365.000,1 dormitorio,1 baño,34 m² útiles,"Av. Vicuña Mackenna Pte. 6315, Met..."
Edificio Carrera Capital Vista Oriente Piso 6,$335.000,1 dormitorio,1 baño,29 m² útiles,"José Miguel Carrera 68, Ejército -..."
Edificio Activa Cerro Blanco Vista Surponiente Piso 10,$620.000,3 dormitorios,3 baños,76 m² útiles,"Dr. Raimundo Charlin 655, Cerro Bl..."
Edificio Carnot Vista Suroriente Piso 6,$330.000,1 dormitorio,1 baño,27 m² útiles,"Carnot 1069, El Llano, San Miguel"
Edificio Lazo Ii Vista Poniente Piso 13,$320.000,1 dormitorio,1 baño,33 m² útiles,"Lazo 1350, Lo Vial, San Miguel"
Edificio Carnot Piso 7,$310.000,1 dormitorio,1 baño,30 m² útiles,"Carnot 1069, El Llano, San Miguel"
Edificio Activa Vicuña Mackenna Poniente Vista Surponiente,$520.000,2 dormitorios,2 baños,49 m² útiles,"Av. Vicuña Mackenna Pte. 6315, Met..."
Edificio Zañartu Capital Vista Oriente Piso 3,$370.000,1 dormitorio,1 baño,32 m² útiles,"Zañartu 1145, Estadio Nacional, Ñu..."
Edificio Claudio Gay Vista Norte Piso 3,$450.000,2 dormitorios,2 baños,50 m² útiles,"Claudio Gay 2547, Barrio República..."
Edificio Nicasio Retamales Vista Sur Piso 6,$220.000,1 dormitorio,1 baño,31 m² útiles,"Nicasio Retamales 115, Universidad..."
Edificio Altavista Vista Sur Piso 3,$275.000,1 dormitorio,1 baño,26 m² útiles,"Rivas 581, Rodrigo De Araya, San J..."
Edificio Cnel. Souper (1 Est.) Vista Nororiente Piso 8,$435.000,2 dormitorios,2 baños,53 m² útiles,"Cnel. Souper 4515, Metro Ecuador, ..."
Edificio Claudio Gay Vista Norte Piso 2,$440.000,2 dormitorios,2 baños,51 m² útiles,"Claudio Gay 2547, Barrio República..."
Edificio Nicasio Retamales Vista Surponiente Piso 25,$235.000,1 dormitorio,1 baño,23 m² útiles,"Nicasio Retamales 115, Universidad..."
Edificio Alameda Park Vista Nororiente Piso 10,$470.000,3 dormitorios,2 baños,66 m² útiles,Av Libertador Bernardo O'higgins 4...
Edificio Zañartu Capital Vista Sur Piso 6,$545.000,2 dormitorios,2 baños,46 m² útiles,"Zañartu 1145, Estadio Nacional, Ñu..."
Edificio Claudio Gay Vista Oriente Piso 3,$292.000,1 dormitorio,1 baño,30 m² útiles,"Claudio Gay 2547, Barrio República..."
Edificio Av. Las Condes (1 Est. 1 Bod.) Vista Norponiente P,$1.000.000,2 dormitorios,2 baños,66 m² útiles,"Av. Las Condes 10557, Estoril, Las..."
Edificio Carrera Capital Vista Sur Piso 6,$345.000,1 dormitorio,1 baño,31 m² útiles,"José Miguel Carrera 68, Ejército -..."
Edificio Alcalde Pedro Alarcón Vista Oriente Piso 6,$310.000,1 dormitorio,1 baño,30 m² útiles,"Alcalde Pedro Alarcón 805, El Llan..."
Edificio Matucana (1 Est. 1 Bod.) Vista Nororiente Piso 25,$460.000,3 dormitorios,2 baños,58 m² útiles,"Matucana 1161, Parque Los Reyes, S..."
Edificio Barrio Teresa Vial Vista Poniente Piso 8,$410.000,2 dormitorios,1 baño,48 m² útiles,"Teresa Vial 1175, Lo Vial, San Mig..."
Edificio Av. Américo Vespucio (1 Est. 1 Bod.) Vista Ponien,$520.000,2 dormitorios,2 baños,59 m² útiles,"Av. Américo Vespucio 4455, Metro L..."
Edificio Home Inclusive Carmen Vista Norte Piso 2,$275.500,1 dormitorio,1 baño,35 m² útiles,"Carmen 668, Barrio Diez De Julio, ..."
Edificio Factoria Italia Vista Poniente Piso 2,$420.000,1 dormitorio,1 baño,30 m² útiles,"Av. Francisco Bilbao 489, Barrio I..."
Edificio Francisco Meneses (1 Bod.) Vista Norte Piso 6,$510.000,2 dormitorios,2 baños,53 m² útiles,"Francisco Meneses 1580, Estadio Na..."
Edificio Brasil Vista Oriente Piso 3,$369.600,1 dormitorio,1 baño,32 m² útiles,"Brasil 2608, Almendral, Valparaíso"
Edificio Lia Aguirre (2 Est. 1 Bod.) Piso 16,$465.000,2 dormitorios,2 baños,53 m² útiles,"Lia Aguirre 95, Plaza Vespucio, La..."
Edificio Augusto Leguia - Mf Vista Norte Piso 5,$815.000,1 dormitorio,1 baño,45 m² útiles,"Augusto Leguía Nte. 70, Barrio El ..."
Edificio Santa Elena Vista Sur Piso 3,$300.000,1 dormitorio,1 baño,28 m² útiles,"Santa Elena 998, Barrio Diez De Ju..."
Edificio Zañartu (1 Est.) Vista Surponiente Piso 15,$440.000,1 dormitorio,1 baño,31 m² útiles,"Zañartu 2560, Estadio Nacional, Ñu..."
Edificio Av. Sta. Rosa (1 Est. 1 Bod.) Vista Nororiente Pis,$640.000,3 dormitorios,2 baños,68 m² útiles,"Av. Sta. Rosa 5027, Lo Vial, San M..."
Edificio Av. Inglaterra (1 Est.) Piso 6,$420.000,2 dormitorios,2 baños,68 m² útiles,"Av. Inglaterra 1280, Hospitales, I..."
Edificio Vicuña Mackenna Vista Oriente Piso 9,$430.000,2 dormitorios,1 baño,40 m² útiles,"Vicuña Mackenna 327, Santa Isabel,..."
Edificio Toesca (2 Est. 1 Bod.) Vista Sur Piso 4,$490.000,2 dormitorios,1 baño,42 m² útiles,"Toesca 2597, Barrio República, San..."
Edificio Av Libertador Bernardo O'higgins Vista Poniente Pi,$250.000,1 dormitorio,1 baño,31 m² útiles,Av Libertador Bernardo O'higgins 4...
Edificio Carrión (1 Est.) Vista Poniente Piso 7,$420.000,2 dormitorios,1 baño,43 m² útiles,"Carrión 1507, Hospitales, Independ..."
Edificio Vecinal (1 Est.) Vista Surponiente Piso 3,$450.000,3 dormitorios,1 baño,44 m² útiles,"Vecinal 1636, Vivaceta, Conchalí"
Edificio Froilán Roa Vista Sur Piso 12,$320.000,1 dormitorio,1 baño,29 m² útiles,"Froilán Roa 5746, La Florida"
Edificio Vicente Huidobro Vista Norponiente Piso 16,$380.000,1 dormitorio,1 baño,33 m² útiles,"Vicente Huidobro 3500, Villa Macul..."
Edificio Bellavista Vista Norte Piso 2,$280.000,1 dormitorio,1 baño,31 m² útiles,"Bellavista 165, Bellavista, Recole..."
Edificio Gral. José Artigas Vista Sur Piso 2,$515.000,1 dormitorio,1 baño,36 m² útiles,"Gral. José Artigas 3082, Plaza Ñuñ..."
Edificio San Isidro Vista Poniente Piso 14,$300.000,1 dormitorio,1 baño,35 m² útiles,"San Isidro 19, Santa Isabel, Santi..."
Edificio Francisco Meneses (1 Bod.) Vista Sur Piso 21,$390.000,1 dormitorio,1 baño,40 m² útiles,"Francisco Meneses 1580, Estadio Na..."
Edificio Manuel Antonio Matta (1 Est. 1 Bod.) Vista Norte P,$404.000,2 dormitorios,1 baño,32 m² útiles,"Manuel Antonio Matta 524, Bogotá -..."
Edificio Francisco Meneses (1 Est. 1 Bod.) Piso 2,$440.000,1 dormitorio,1 baño,33 m² útiles,"Francisco Meneses 1580, Estadio Na..."
Edificio Cruz Vista Oriente Piso 20,$320.000,2 dormitorios,1 baño,38 m² útiles,"Cruz 1275, Hospitales, Independenc..."
Edificio Placer Piso 10,$320.000,3 dormitorios,1 baño,No disponible,"Placer 1156, Franklin - Biobío, Sa..."
Departamento En Arriendo De 1 Dorm. En Santiago,$300.000,1 dormitorio,1 baño,37 m² útiles,"Sazie / Almirante Latorre, Ejércit..."
Edificio San Francisco Piso 6,$400.000,2 dormitorios,2 baños,48 m² totales,"San Francisco 265, Bulnes, Santiago"
Edificio Froilán Roa (1 Est. 1 Bod.) Vista Poniente Piso 3,$440.000,1 dormitorio,1 baño,34 m² útiles,"Froilán Roa 5746, La Florida"
Edificio Porto Seguro (1 Bod.) Vista Oriente Piso 3,$230.000,1 dormitorio,1 baño,25 m² útiles,"Porto Seguro 4210, Quinta Normal"
Edificio Manuel Jesús Rivera (1 Bod.) Vista Suroriente Pis,$440.000,3 dormitorios,1 baño,56 m² útiles,"Manuel Jesús Rivera 100, San Juan,..."
Edificio Serrano Vista Oriente Piso 19,$260.000,1 dormitorio,1 baño,21 m² útiles,"Serrano 611, San Diego, Santiago"
Edificio Arturo Prat Piso 7,$390.000,1 dormitorio,1 baño,No disponible,"Arturo Prat 595, San Diego, Santia..."
Edificio General Prieto Vista Sur Piso 11,$285.000,1 dormitorio,1 baño,29 m² útiles,"General Prieto 1305, Metro Cal Y C..."
Edificio Av. Sucre (1 Est. 1 Bod.) Vista Poniente Piso 4,$800.000,3 dormitorios,2 baños,80 m² útiles,"Av. Sucre 2821, Ñuñoa"
Edificio Av. Circunvalación (1 Est. 1 Bod.) Vista Oriente,$650.000,3 dormitorios,2 baños,77 m² útiles,"Av. Circunvalación 1458, Calama"
Edificio Froilán Roa (1 Bod.) Vista Surponiente Piso 1,$339.000,1 dormitorio,1 baño,40 m² útiles,"Froilán Roa 6333, Metro Mirador, L..."
Edificio Av. Gral. Bustamante Vista Poniente Piso 5,$445.000,1 dormitorio,1 baño,33 m² útiles,"Av. Gral. Bustamante 1007, Metro I..."
Edificio Mac Iver Vista Oriente Piso 15,$300.000,1 dormitorio,1 baño,27 m² útiles,"Mac Iver 524, Centro Histórico De ..."
Edificio Martinez De Rozas (1 Bod.) Vista Poniente Piso 12,$400.000,3 dormitorios,1 baño,45 m² útiles,"Martinez De Rozas 3550, Gruta De L..."
Edificio Vicente Zorrilla (1 Est.) Vista Surponiente Piso 3,$430.000,3 dormitorios,2 baños,61 m² útiles,"Vicente Zorrilla 100, La Serena"
Edificio Villasana Vista Poniente Piso 5,$310.000,2 dormitorios,1 baño,42 m² útiles,"Villasana 2045, Parque Padre Renat..."
Edificio Av. Gral. Bustamante Vista Poniente Piso 3,$580.000,2 dormitorios,2 baños,48 m² útiles,"Av. Gral. Bustamante 1007, Metro I..."
Edificio Eyzaguirre Vista Oriente Piso 16,$245.000,1 dormitorio,1 baño,18 m² útiles,"Eyzaguirre 766, San Diego, Santiago"
Broker - Balaguer- 2d-2b-1est-1bod.- Gastos C. Incluidos,$700.000,2 dormitorios,2 baños,56 m² útiles,José María Escrivá De Balaguer 600...
Edificio Los Alerces (1 Est.) Vista Oriente Piso 5,$450.000,1 dormitorio,1 baño,33 m² útiles,"Los Alerces 3254, Juan Gómez Milla..."
,$890.000,1 dormitorio,1 baño,73 m² útiles,"Perez Valenzuela / General Flores,..."
Edificio San Eugenio (1 Est.) Vista Norte Piso 3,$370.000,1 dormitorio,1 baño,24 m² útiles,"San Eugenio 1551, Parque San Eugen..."
Departamento En Arriendo En Los Angeles,$420.000,3 dormitorios,2 baños,73 m² útiles,"Av. Almirante Latorre, Sor Vicenta..."
Edificio Vicuña Capital Vista Poniente Piso 2,$330.000,1 dormitorio,1 baño,27 m² útiles,"Av. Vicuña Mackenna 1441, Bogotá -..."
Departamento En Arriendo En Los Angeles,$365.000,2 dormitorios,2 baños,55 m² útiles,"Marconia Con Almirante Latorre, Lo..."
Tres Dormitorios Estacionamiento Y Bodega,$900.000,3 dormitorios,2 baños,90 m² útiles,"Bremen 300 - 600, Plaza Egaña, Ñuñ..."
Edificio Vicuña Mackenna Vista Poniente Piso 9,$252.000,1 dormitorio,1 baño,23 m² útiles,"Vicuña Mackenna 625, Santa Isabel,..."
"Dos Dormitorios Tipo Mariposa , Calle Alvarez De Toledo",$488.000,2 dormitorios,2 baños,54 m² útiles,"Álvarez De Toledo 600 - 900, El Ll..."
Departamento En Arriendo De 3 Dorm. M Magallanes Las Condes,$990.000,3 dormitorios,2 baños,90 m² útiles,"Av. Apoquindo 7100, Metro Hernando..."
Depto. 1d+1b+estac.+bodega Metro San Miguel,$350.000,1 dormitorio,1 baño,39 m² útiles,"Av. Salesianos 961, El Llano, San ..."
Departamento 1d&#43;1b Av. Vicuña Mackenna Oriente #6617 Flo,$175.000,1 dormitorio,1 baño,33 m² útiles,"Barcelona, Plaza Vespucio, La Flor..."
Departamento De 1d&#43;1b Avenida Vicuña Mackenna Oriente 66,$175.000,1 dormitorio,1 baño,32 m² útiles,"Barcelona, Plaza Vespucio, La Flor..."
Arrienda Dpto En La Cisterna  Remodelado 3 Dormitorios,$340.000,3 dormitorios,1 baño,60 m² útiles,"Carlos Condell 696, Metro La Ciste..."
Galvarino Gallardo (55461),$1.110.000,3 dormitorios,2 baños,114 m² útiles,"3 Dorm 2 Baños, Pedro De Valdivia,..."
Edificio Smart Isla Teja(jr) (53228),$530.000,1 baño,23 m² útiles,No disponible,"Edificio Smart Isla Teja (jr), Isl..."
Depto Amoblado En Arriendo Tomas Graham (50704),$1.850.000,4 dormitorios,3 baños,140 m² útiles,Depto Amoblado En Arriendo Tomas G...
Arriendo Departamento Amoblado Sector Costero (9683),$420.000,3 dormitorios,1 baño,49 m² útiles,Arriendo Departamento Amoblado - A...
Lindo Departamento En Arriendo  (53923),$490.000,3 dormitorios,2 baños,55 m² útiles,"Arrienda Este Lindo Departamento, ..."
Departamento  Condominio Libertadores (42906),$350.000,3 dormitorios,2 baños,65 m² útiles,"Departamnto Arriendo Quillota, Cen..."
Calle Sendero Sur 145 (33230),$570.000,3 dormitorios,2 baños,75 m² útiles,Calle Sendero Sur 145 Viña Del Mar...
"Departamento En Arriendo, Alcántara, Las Condes",UF20,1 dormitorio,1 baño,40 m² útiles,"Alsacia 150, Barrio El Golf, Las C..."
Depto 2 Dormitorio Gran Vista A La Cordillera (32354),$340.000,2 dormitorios,1 baño,45 m² útiles,Depto. 2 Dormitorios A Pasos Del M...
Arriendo Hermoso Depto 4d+3b (49833),$950.000,4 dormitorios,3 baños,119 m² útiles,"Arriendo Amplio Depto 4d+3b, Conce..."
Depto A Pasos Clinica Alemana  (50322),UF41,3 dormitorios,2 baños,115 m² útiles,Cómodo Depto Cercano A Portal La D...
Departamento En Arriendo En Estación Central,$350.000,2 dormitorios,2 baños,42 m² útiles,"Nicasio Retamale 046, Nogales - Sa..."
Hermoso Depto Mariposa Con 20 M2 De Terraza,UF31,2 dormitorios,2 baños,85 m² útiles,"Suecia 300 - 600, Providencia, Reg..."
Se Arrienda Depto. Semiamoblado Puertas  (52685),$420.000,3 dormitorios,2 baños,65 m² útiles,Se Arrienda Depto. En Puertas Del ...
Arrienda Departamento De 3d En Comuna De Peñalolén,$390.000,3 dormitorios,1 baño,48 m² útiles,"Av. Las Torres 5490, Las Torres, P..."
Santiago (53139),$320.000,1 dormitorio,1 baño,32 m² útiles,"Se Arrienda Dpto 1 Dormitorio, Ejé..."
"Arriendo Depto 2 D 2 B , Estac Y Bodega Prox. Metro R.de Ara",$530.000,2 dormitorios,2 baños,50 m² útiles,"Juan Mitjans 105, Metro Rodrigo De..."
En Arriendo Como Departamento En Pudahuel (50234),$530.000,3 dormitorios,2 baños,65 m² útiles,En Arriendo Como Departamento En P...
Arrienda Departamento Duplex En Macul,$430.000,2 dormitorios,1 baño,57 m² útiles,"San Juan Bosco 4800 - 5100, Metro ..."
Arr Studio/ Agricola/v Mackenna (34864),UF9,1 dormitorio,1 baño,23 m² útiles,Arr Dpto  Studio/ V. Mackenna / Ag...
Barrio Tradicional (56137),$240.000,1 dormitorio,1 baño,25 m² útiles,"Barrio Universitario, Barrio Repúb..."
Se Arrienda Cómodo Depto. 1 Dormitorio (51791),$350.000,1 dormitorio,1 baño,38 m² útiles,Acogedor Departamento 1 Dormitorio...
Departamento En Arriendo 2 Dorm 2 Baños En La Florida,$460.000,2 dormitorios,2 baños,59 m² útiles,Departamento De 2 Dormitorios Y 2 ...
Arriendo Año Corrido (54990),$650.000,2 dormitorios,2 baños,53 m² útiles,Se Arrienda Departamento Año Corri...
Departamento 1d&#43;1b&#43;b Rodrigo De Velasco #10 La Flori,$190.000,1 dormitorio,1 baño,32 m² útiles,"Vicuña Mackenna, Vicente Valdés, L..."
"Departamento 1d&#43;1b&#43;b Rodrigo De Velasco #10, Florida",$400.000,1 dormitorio,1 baño,35 m² útiles,"Avenida Vicuña Mackenna, Vicente V..."
Depto Arriendo De 3 Dorm. 1 Estacionamiento En Talcahuano,$480.000,3 dormitorios,1 baño,54 m² útiles,"Santa Claudia 5100, Talcahuano"
Siria (50069),$550.000,2 dormitorios,2 baños,64 m² útiles,"Departamento Calle Siria, Metro Qu..."
Deto Arriendo De 1 Dorm/ 1 Estacionamiento. Concepción,$385.000,1 dormitorio,1 baño,37 m² útiles,"Vicuña Mackena 1480, Barrio Orient..."
Excelente Opcion Cercano A Portal Ñuñoa (51028),$710.000,3 dormitorios,2 baños,82 m² útiles,"Luminoso Departamento En Ñuñoa, Ju..."
Departamento En Arriendo 2 Dorm.- 21 De Mayo 2167 Concepción,$500.000,2 dormitorios,2 baños,59 m² útiles,"Avda. 21 De Mayo 2163, Lorenzo Are..."
Dpto 2h 1b Ubicado En Trinidad Ramirez (53929),$360.000,2 dormitorios,1 baño,45 m² útiles,Dpto 2h 1b Ubicado En Trinidad Ram...
Moderno - Concon Alto (44982),$560.000,2 dormitorios,2 baños,57 m² útiles,Excelente Estilo Mariposa - Costa ...
"Dpto 2d2b, Metro Departamental, San Miguel",$440.000,2 dormitorios,2 baños,63 m² útiles,"Metro Departamental, Lo Vial, San ..."
"Oportunidad, Hermoso Departamento, Excelente  (45279)",$1.000.000,2 dormitorios,2 baños,80 m² útiles,"Hermoso Departamento, Excelente Ub..."
Dpto En Arriendo  3d-2b-1e San Miguel  (50715),$530.000,3 dormitorios,2 baños,72 m² útiles,Arriendo Dpto 3 Dormitorios San Mi...
C. De Apelaciones // Pdte Kennedy (56822),UF37,3 dormitorios,2 baños,106 m² útiles,"C. De Apelaciones // 3d 2b, Tabanc..."
Departamento En Arriendo De 2 Dorm. En Las Condes,UF26,2 dormitorios,1 baño,75 m² útiles,"Colegio Verbo Divino, Barrio El Go..."
Depto En Arriendo De 1 Dorm &#43; 1 E - Collao Concepción,$390.000,1 dormitorio,1 baño,2.520 m² útiles,"Avenida Ignacio Collao 430, Collao..."
Departamento En Arriendo De 2 Dorm. En San Pedro De La Paz,$380.000,2 dormitorios,1 baño,51 m² útiles,"Benjamin Subercaseux 50 Dpto 204, ..."
Excelente Ubicación (50614),UF14,1 dormitorio,1 baño,40 m² útiles,"Moderno Departamento, Pedro De Val..."
Amplio Dpto 3h 2b Calle Berlín (52661),$570.000,3 dormitorios,2 baños,74 m² útiles,"Amplio Dpto 3h 2b Calle Berlín, Lo..."
Cómodo Depto Semiamoblado - Metros Bilbao,$1.000.000,2 dormitorios,2 baños,75 m² útiles,"San Juan De Luz 4200 - 4500, Metro..."
Arriendo Depto. 1 Dorm Gasto Común Incluido (56099),$400.000,1 dormitorio,1 baño,32 m² útiles,Arriendo Depto. 1 Dorm Gasto Común...
Ñuñoa (39964),$850.000,3 dormitorios,2 baños,91 m² útiles,"Hermoso Departamento Amplio Ñuñoa,..."
Arriendo Depto. Amoblado O Sin Muebles  (45444),UF19,2 dormitorios,2 baños,70 m² útiles,Arriendo Depto. Amoblado  O Sin Mu...
Buen Departamento Cercano Metro Toesca (50203),$300.000,1 dormitorio,1 baño,35 m² útiles,Departamento A Dos Cuadras Metro T...
Portal La Dehesa,UF23,1 dormitorio,1 baño,60 m² útiles,"Portal La Dehesa, La Dehesa, Lo Ba..."
"Arriendo Doña Victoria, Impecable! (49969)",$480.000,3 dormitorios,1 baño,79 m² útiles,Impecable Departamento En Arriendo...
Cercano A Metro 1d 1b Con Estacionamiento (52401),$320.000,1 dormitorio,1 baño,40 m² útiles,"Lindo Departamento, Excelente Ubic..."
"Se Arrienda Dpto Ñuñoa, Estacionamiento Y Bodega",$460.000,2 dormitorios,1 baño,53 m² útiles,"Exequiel Fernández 1500 - 1800, Es..."
2 Dormitorios (42878),$350.000,2 dormitorios,2 baños,55 m² útiles,"Arriendo Departamento, Centro De S..."
Depto. Un Dormitorio En Suite Carmen Entre Marcoleta/curicó,$270.000,1 dormitorio,1 baño,32 m² útiles,"Carmen 110, Santa Isabel, Santiago"
"Departamento En Arriendo De 1 Dorm. En Santiago, Santa Ana",$300.000,1 dormitorio,1 baño,50 m² útiles,"Catedral 1335, Centro Histórico De..."
Departamento En Arriendo 3d Y 2b - M. Unión Latinoamericana,$485.000,3 dormitorios,2 baños,78 m² útiles,"Rafael Sotomayor 1 - 300, Barrio Y..."
"Arriendo Dpto. San Isidro 2 Habitaciones En Mariposa 68,5 Mt",$550.000,2 dormitorios,2 baños,68 m² útiles,"San Isidro 1 - 300, Santa Isabel, ..."
Departamento En Arriendo De 4 Dorm. En El Golf,UF60,4 dormitorios,5 baños,337 m² útiles,"Presidente Riesco Con Benjamín, Ba..."
Agustinas / Amunategui / Manuel Rodriguez,$1.500.000,3 dormitorios,3 baños,110 m² útiles,"Elías Fernández Albano, Centro His..."
Miguel Claro Metro Ines De Suarez,$920.000,3 dormitorios,2 baños,75 m² útiles,"Miguel Claro Con Emilio Delporte, ..."
"Remodelado, Amplio 3d / 2b Calle Alejandro Serani Norte",$1.490.000,3 dormitorios,2 baños,114 m² útiles,"Alejandro Serani Nte. 9300 - 9600,..."
Amplio Y Cómodo Departamento Cercano Mall Plaza Vespucio,$500.000,2 dormitorios,2 baños,67 m² útiles,"Paso El Roble 1 - 300, Plaza Vespu..."
Santo Domingo / Metro Santa Ana / Amunategui,$300.000,1 dormitorio,1 baño,30 m² útiles,"Santo Domingo 1364, Centro Históri..."
Departamento De Diseño Moderno,UF8,1 dormitorio,1 baño,33 m² útiles,"Av. Vicuña Mackenna 2362, 7.7802e+..."
"Arriendo Acogedor Departamento Metro Rodrigo De Araya, 1d 1b",$330.000,1 dormitorio,1 baño,46 m² útiles,"Diag. Sta. Elena 2857, Rodrigo De ..."
Doctor Johow Eduardo Castillo Velasco Amplio Departamento,$660.000,3 dormitorios,2 baños,105 m² útiles,"Dr. Johow 682, Parque Juan Xxiii, ..."
"Lindo Departamento En Condominio, Copiapó",$550.000,3 dormitorios,2 baños,70 m² útiles,"Borgoño 451, Copiapó, Chile, Canch..."
"Holanda, 3d+3b+1e+1b Excelente Barrio",$800.000,3 dormitorios,3 baños,95 m² útiles,"Holanda 900 - 1200, Las Lilas, Pro..."
Arriendo Hermoso Dep Las Condes 2d2b,$950.000,1 dormitorio,1 baño,69 m² útiles,"Av. Pdte. Kennedy Lateral 6575, Pa..."
Departamento En Arriendo - Condominio Plaza Hochstetter,$550.000,1 dormitorio,1 baño,50 m² útiles,"Hochstetter 1050, Temuco, Estadio ..."
Arriendo Amplio Depto. Amoblado- Gasto Común Incluido!,$900.000,3 dormitorios,3 baños,140 m² útiles,"El Encanto 300 - 600, Reñaca, Viña..."
"Departamento 2d1b, Arriendo En Concepción",$510.000,2 dormitorios,1 baño,45 m² útiles,"Cerca Del Colegio Salesiano, Unive..."
General Jofre - Vicuña Mackenna - Metro Parque Bustamante,$480.000,2 dormitorios,2 baños,45 m² útiles,"Gral. Jofré 1 - 300, Santa Isabel,..."
¡departamento Semi Amoblado En Arriendo En Concepción!,$360.000,1 dormitorio,1 baño,25 m² útiles,"Maipú Con Paicaví, Cercano Al Mall..."
Departamento Mariposa En Arriendo De 2 Dorm. Cantagallo,UF24,2 dormitorios,2 baños,70 m² útiles,"Cantagallo, Puente Nuevo, Lo Barne..."
Departamento 2d2b&#43;balcón,$400.000,2 dormitorios,2 baños,48 m² útiles,"Cercano Universidad Santo Tomás, 2..."
Arriendo Soleado Dpto. Amoblado Gastos Comunes Incluidos!,$850.000,2 dormitorios,2 baños,80 m² útiles,"Av. Borgoño 18900 - 19200, Costas ..."
Enrique Foster/napoleon,$1.550.000,3 dormitorios,2 baños,20 m² útiles,"Enrique Foster Sur, Barrio El Golf..."
Excelente Dpto - 2d/1b - Torres De Tajamar,$630.000,2 dormitorios,1 baño,60 m² útiles,"Miguel Claro 1 - 300, Salvador, Pr..."
Renato Sanchez/burgos,$1.400.000,4 dormitorios,3 baños,120 m² útiles,"Renato Sánchez 4100, Barrio El Gol..."
Departamento En Arriendo De 3 Dorm. En La Florida,$440.000,3 dormitorios,2 baños,67 m² útiles,"Santa Irene, La Florida Alto, La F..."
Vista Despejada A La Cordillera,$1.300.000,3 dormitorios,3 baños,107 m² útiles,"C. San José De La Sierra 1 - 300, ..."
Arrienda Año Corrido Reñaca 2 Dormitorios,$500.000,2 dormitorios,2 baños,70 m² útiles,"Vicuña Mackenna 1840, Viña Del Mar..."
Condominio Don Diego Metro Quillayes/aire Acondicionado,$430.000,3 dormitorios,2 baños,56 m² útiles,"Av. Diego Portales 900 - 1200, Los..."
Departamento En Arriendo De 1 Dorm. En Concepción,$310.000,1 dormitorio,1 baño,25 m² útiles,"Maipu, Concepción, Barrio Oriente ..."
Departamento Mariposa En Las Condes Alt. 7.800 Desde 9 De En,$950.000,2 dormitorios,2 baños,80 m² totales,"Avda Las Condes 7.800, Alto Las Co..."
"Excelente Depto San Eugenio 1331 Ñuñoa , 1d+1b+1e+1b Metro Ñ",$400.000,1 dormitorio,1 baño,40 m² útiles,"San Eugenio 1331, Parque San Eugen..."
Departamento Tipo Studio Nuevo - Plaza Ñuñoa - Dream Brokers,$500.000,1 baño,44 m² totales,No disponible,"Brown Sur 41, Plaza Ñuñoa, Ñuñoa"
